claim_id,season,plan_name,event_type,plan_base_premium,plan_max_payout,gps_zone_match,claim_velocity_7d,historical_zone_presence,time_since_event_seconds,platform_activity_during_event,claimed_amount,claimed_amount_ratio,prior_rejections_90d,is_fraud
CLM_04182,monsoon,nano,Platform Outage,25.0,500.0,1,3,0.8589,11780,0.7261,288.98,0.578,0,0
CLM_03721,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.8502,808,0.4294,316.09,0.6322,1,0
CLM_02772,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8081,480,0.1906,655.62,0.6556,0,0
CLM_01624,festival,premium,Poor AQI,99.0,3500.0,1,0,0.8207,480,0.8783,1677.01,0.4791,0,0
CLM_03837,festival,basic,Poor AQI,49.0,1000.0,1,0,0.9501,15003,0.5724,473.72,0.4737,0,0
CLM_00821,monsoon,premium,Platform Outage,99.0,3500.0,1,1,0.5078,630,0.5141,1650.62,0.4716,0,0
CLM_03964,monsoon,standard,Poor AQI,79.0,2000.0,1,0,0.6278,11843,0.9432,1112.2,0.5561,0,0
CLM_01354,summer,premium,Heatwave,99.0,3500.0,1,0,0.9272,12205,0.8454,1878.89,0.5368,0,0
CLM_04497,festival,basic,Heavy Rain,49.0,1000.0,0,0,0.9243,7907,0.7495,353.94,0.3539,0,0
CLM_00850,festival,premium,Platform Outage,99.0,3500.0,1,0,0.7217,11365,0.575,2216.92,0.6334,1,0
CLM_01000,summer,basic,Poor AQI,49.0,1000.0,1,1,0.5764,656,0.5386,427.58,0.4276,0,0
CLM_03377,festival,premium,Poor AQI,99.0,3500.0,1,0,0.6203,1759,0.7452,894.97,0.2557,0,0
CLM_00018,summer,nano,Platform Outage,25.0,500.0,1,0,0.8476,3291,0.9234,185.08,0.3702,0,0
CLM_01637,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.6873,480,0.8969,716.71,0.3584,0,0
CLM_01667,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.2539,10698,0.8013,294.07,0.5881,0,0
CLM_00493,festival,standard,Platform Outage,79.0,2000.0,1,2,0.776,17035,0.5674,1017.9,0.509,0,0
CLM_01347,festival,nano,Heavy Rain,25.0,500.0,1,1,0.7305,9719,0.7945,328.8,0.6576,0,0
CLM_03727,winter,basic,Poor AQI,49.0,1000.0,1,0,0.8422,16630,0.8546,259.9,0.2599,0,0
CLM_04825,summer,nano,Heavy Rain,25.0,500.0,0,5,0.2615,138,0.4234,470.9,0.9418,5,1
CLM_03614,winter,basic,Heavy Rain,49.0,1000.0,1,0,0.8746,8404,0.8132,381.41,0.3814,0,0
CLM_03481,festival,standard,Platform Outage,79.0,2000.0,1,0,0.7968,14996,0.6721,767.2,0.3836,0,0
CLM_00687,summer,nano,Heavy Rain,25.0,500.0,1,0,0.9301,9331,0.9172,149.87,0.2997,0,0
CLM_03731,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.7034,1517,0.7613,428.65,0.4286,1,0
CLM_01608,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.4881,3221,0.8612,368.11,0.1841,0,0
CLM_04084,summer,basic,Heatwave,49.0,1000.0,1,0,0.7406,2495,0.7192,299.68,0.2997,0,0
CLM_03402,festival,premium,Heavy Rain,99.0,3500.0,1,0,0.6314,17946,0.8814,2055.79,0.5874,0,0
CLM_01009,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8264,5971,0.751,341.33,0.3413,0,0
CLM_02408,festival,nano,Platform Outage,25.0,500.0,1,1,0.4129,2873,0.9603,141.24,0.2825,0,0
CLM_01092,summer,basic,Heatwave,49.0,1000.0,1,0,0.8502,2512,0.316,648.19,0.6482,0,0
CLM_01327,summer,standard,Heatwave,79.0,2000.0,1,2,0.8804,41676,0.855,776.41,0.3882,0,0
CLM_01677,summer,standard,Heatwave,79.0,2000.0,1,0,0.6596,8422,0.4238,1014.66,0.5073,0,0
CLM_01999,festival,basic,Poor AQI,49.0,1000.0,1,0,0.8965,3553,0.7695,242.82,0.2428,1,0
CLM_01310,monsoon,standard,Heavy Rain,79.0,2000.0,1,3,0.5857,3445,0.8856,403.37,0.2017,0,0
CLM_03258,summer,basic,Poor AQI,49.0,1000.0,1,1,0.8551,1439,0.6519,282.82,0.2828,0,0
CLM_01987,winter,basic,Heatwave,49.0,1000.0,1,1,0.8573,480,0.775,471.37,0.4714,0,0
CLM_03648,festival,premium,Platform Outage,99.0,3500.0,0,0,0.7372,2506,0.4215,826.57,0.2362,0,0
CLM_00344,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.6662,1551,0.8925,526.68,0.5267,0,0
CLM_04482,winter,standard,Heatwave,79.0,2000.0,1,2,0.9444,2056,0.8924,889.78,0.4449,0,0
CLM_00986,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.5033,1185,0.6361,595.02,0.595,0,0
CLM_04544,festival,premium,Platform Outage,99.0,3500.0,1,5,0.1532,221,0.5576,3254.25,0.9298,2,1
CLM_03807,winter,standard,Heavy Rain,79.0,2000.0,1,1,0.8417,5152,0.8659,667.31,0.3337,0,0
CLM_04523,summer,premium,Heatwave,99.0,3500.0,0,3,0.3392,45,0.1804,3443.9,0.984,2,1
CLM_04002,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.7467,6788,0.8621,207.14,0.4143,0,0
CLM_03091,summer,nano,Platform Outage,25.0,500.0,1,0,0.7032,17989,0.2802,324.72,0.6494,0,0
CLM_03961,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8763,7890,0.4053,324.41,0.3244,1,0
CLM_01142,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.6047,4590,0.5371,296.55,0.2966,0,0
CLM_02358,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8973,8217,0.57,594.7,0.5947,1,0
CLM_01198,summer,standard,Heatwave,79.0,2000.0,1,2,0.696,12818,0.677,553.37,0.2767,0,0
CLM_00085,monsoon,basic,Heavy Rain,49.0,1000.0,1,2,0.9613,6801,0.7182,661.2,0.6612,0,0
CLM_01518,winter,basic,Poor AQI,49.0,1000.0,1,2,0.7625,953,0.9294,573.69,0.5737,1,0
CLM_00516,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.7718,5407,0.7437,374.2,0.1871,0,0
CLM_01381,summer,premium,Platform Outage,99.0,3500.0,1,0,0.7254,2831,0.6076,2156.12,0.616,0,0
CLM_02716,summer,nano,Platform Outage,25.0,500.0,1,3,0.7746,12289,0.6116,259.5,0.519,0,0
CLM_03084,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.4938,10677,0.6942,762.22,0.3811,0,0
CLM_01014,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.8231,2630,0.7828,513.54,0.5135,0,0
CLM_00128,festival,standard,Platform Outage,79.0,2000.0,1,0,0.6702,8887,0.855,708.63,0.3543,0,0
CLM_01364,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.6606,788,0.342,380.83,0.1904,0,0
CLM_03623,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.7701,2807,0.7259,438.01,0.438,1,0
CLM_04970,winter,standard,Poor AQI,79.0,2000.0,0,5,0.364,219,0.4373,1968.85,0.9844,2,1
CLM_00891,winter,basic,Poor AQI,49.0,1000.0,1,0,0.6368,4523,0.536,278.58,0.2786,0,0
CLM_02793,festival,basic,Poor AQI,49.0,1000.0,1,0,0.5101,6085,0.7695,495.87,0.4959,1,0
CLM_04238,summer,basic,Heatwave,49.0,1000.0,1,0,0.8068,11796,0.7352,605.72,0.6057,0,0
CLM_01359,winter,basic,Poor AQI,49.0,1000.0,1,0,0.8654,5590,0.6881,649.92,0.6499,0,0
CLM_00307,summer,standard,Poor AQI,79.0,2000.0,1,0,0.6222,3411,0.8124,1094.37,0.5472,0,0
CLM_01661,monsoon,basic,Poor AQI,49.0,1000.0,1,2,0.7682,7077,0.9787,526.53,0.5265,1,0
CLM_02431,winter,basic,Poor AQI,49.0,1000.0,1,0,0.7639,12059,0.9318,479.8,0.4798,0,0
CLM_03934,winter,basic,Platform Outage,49.0,1000.0,1,1,0.786,1115,0.3035,408.13,0.4081,0,0
CLM_01317,festival,basic,Platform Outage,49.0,1000.0,1,1,0.8505,986,0.6064,454.61,0.4546,0,0
CLM_04303,summer,nano,Platform Outage,25.0,500.0,1,0,0.6025,2500,0.7605,264.56,0.5291,0,0
CLM_02474,monsoon,premium,Poor AQI,99.0,3500.0,1,0,0.9474,17439,0.4303,1741.81,0.4977,0,0
CLM_02542,festival,nano,Heavy Rain,25.0,500.0,1,0,0.9558,6396,0.6747,307.5,0.615,0,0
CLM_01246,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.7584,7559,0.7,1176.27,0.5881,0,0
CLM_01208,summer,premium,Poor AQI,99.0,3500.0,0,0,0.8446,26152,0.2764,748.55,0.2139,1,0
CLM_00216,summer,standard,Heatwave,79.0,2000.0,1,0,0.965,14706,0.8796,823.14,0.4116,0,0
CLM_04292,winter,premium,Heatwave,99.0,3500.0,1,0,0.973,6765,0.947,1972.36,0.5635,0,0
CLM_03062,winter,standard,Poor AQI,79.0,2000.0,1,3,0.5139,1854,0.6611,579.19,0.2896,0,0
CLM_01239,monsoon,standard,Heavy Rain,79.0,2000.0,1,0,0.9076,2818,0.7499,1076.36,0.5382,0,0
CLM_02289,summer,basic,Heatwave,49.0,1000.0,1,0,0.9639,6392,0.5027,541.58,0.5416,1,0
CLM_02740,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.9588,5860,0.8987,1233.9,0.6169,0,0
CLM_00275,summer,premium,Heatwave,99.0,3500.0,1,0,0.7706,2177,0.7485,838.31,0.2395,0,0
CLM_00489,monsoon,premium,Platform Outage,99.0,3500.0,1,0,0.6472,14026,0.2699,939.38,0.2684,0,0
CLM_01035,summer,basic,Poor AQI,49.0,1000.0,1,1,0.6508,11426,0.9113,351.74,0.3517,0,0
CLM_01229,summer,nano,Platform Outage,25.0,500.0,1,1,0.7299,1165,0.3561,266.09,0.5322,0,0
CLM_04585,winter,basic,Heatwave,49.0,1000.0,0,10,0.1648,70,0.1892,926.27,0.9263,0,1
CLM_01008,summer,basic,Platform Outage,49.0,1000.0,1,0,0.6439,1321,0.4845,298.63,0.2986,0,0
CLM_04689,summer,premium,Platform Outage,99.0,3500.0,0,3,0.1813,42,0.2113,2969.89,0.8485,3,1
CLM_04026,winter,premium,Heatwave,99.0,3500.0,1,1,0.6404,1090,0.3445,1310.38,0.3744,0,0
CLM_03182,summer,basic,Heatwave,49.0,1000.0,1,0,0.8327,5492,0.4201,232.88,0.2329,0,0
CLM_02532,summer,basic,Poor AQI,49.0,1000.0,1,3,0.8388,11287,0.8227,605.96,0.606,0,0
CLM_04169,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.6057,67617,0.8252,658.77,0.3294,0,0
CLM_01058,summer,standard,Platform Outage,79.0,2000.0,1,2,0.79,7597,0.9118,1206.64,0.6033,0,0
CLM_02166,summer,basic,Poor AQI,49.0,1000.0,1,0,0.8142,483,0.2768,484.49,0.4845,0,0
CLM_04578,winter,standard,Poor AQI,79.0,2000.0,0,3,0.1769,125,0.1419,1975.51,0.9878,2,1
CLM_00281,winter,nano,Heavy Rain,25.0,500.0,1,2,0.3339,9028,0.9136,192.0,0.384,0,0
CLM_03565,winter,premium,Platform Outage,99.0,3500.0,1,0,0.7492,1556,0.8293,2261.76,0.6462,0,0
CLM_01316,summer,nano,Platform Outage,25.0,500.0,1,0,0.9726,2761,0.394,251.12,0.5022,0,0
CLM_04978,summer,basic,Heatwave,49.0,1000.0,0,5,0.3721,186,0.2974,972.99,0.973,2,1
CLM_00968,winter,nano,Heavy Rain,25.0,500.0,1,0,0.8559,6899,0.7489,150.07,0.3001,0,0
CLM_03126,summer,premium,Heatwave,99.0,3500.0,1,0,0.5443,5786,0.9485,808.41,0.231,1,0
CLM_03920,monsoon,basic,Platform Outage,49.0,1000.0,1,0,0.8555,24890,0.9454,470.23,0.4702,0,0
CLM_03166,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.6387,963,0.7189,643.98,0.322,0,0
CLM_03519,festival,standard,Heavy Rain,79.0,2000.0,1,0,0.4445,37927,0.6308,534.64,0.2673,0,0
CLM_00619,summer,premium,Poor AQI,99.0,3500.0,1,0,0.9173,4757,0.8548,2198.08,0.628,0,0
CLM_03346,winter,basic,Poor AQI,49.0,1000.0,1,0,0.5997,573,0.7765,497.55,0.4975,0,0
CLM_01742,monsoon,premium,Heavy Rain,99.0,3500.0,1,1,0.8711,2354,0.5778,1665.37,0.4758,0,0
CLM_01390,summer,basic,Heatwave,49.0,1000.0,1,0,0.863,2701,0.6146,455.6,0.4556,0,0
CLM_04050,summer,nano,Heavy Rain,25.0,500.0,0,2,0.7157,950,0.5448,189.24,0.3785,0,0
CLM_01847,monsoon,standard,Heavy Rain,79.0,2000.0,0,0,0.9837,8372,0.4371,1184.62,0.5923,1,0
CLM_01579,festival,nano,Platform Outage,25.0,500.0,1,0,0.9372,26019,0.8524,310.77,0.6215,0,0
CLM_01655,monsoon,standard,Poor AQI,79.0,2000.0,1,1,0.8655,10416,0.6986,1345.81,0.6729,0,0
CLM_02352,summer,standard,Platform Outage,79.0,2000.0,1,1,0.8667,23997,0.6459,1353.83,0.6769,1,0
CLM_02212,summer,premium,Heatwave,99.0,3500.0,1,0,0.7936,16762,0.7981,859.58,0.2456,0,0
CLM_02020,summer,standard,Platform Outage,79.0,2000.0,1,2,0.7961,18945,0.6306,799.03,0.3995,0,0
CLM_04972,monsoon,standard,Heavy Rain,79.0,2000.0,0,5,0.1803,89,0.4992,1754.34,0.8772,3,1
CLM_01956,summer,premium,Poor AQI,99.0,3500.0,1,3,0.6731,27997,0.4168,1461.35,0.4175,0,0
CLM_01307,winter,basic,Platform Outage,49.0,1000.0,1,2,0.6391,8895,0.9112,672.9,0.6729,0,0
CLM_02003,festival,basic,Platform Outage,49.0,1000.0,1,0,0.8682,5878,0.2463,180.76,0.1808,0,0
CLM_04455,festival,nano,Heavy Rain,25.0,500.0,1,1,0.7718,4235,0.7439,247.41,0.4948,0,0
CLM_00575,monsoon,premium,Heavy Rain,99.0,3500.0,1,1,0.7499,33599,0.7559,1458.19,0.4166,0,0
CLM_04089,festival,standard,Poor AQI,79.0,2000.0,1,1,0.9655,480,0.6038,494.46,0.2472,0,0
CLM_04319,summer,basic,Heatwave,49.0,1000.0,1,0,0.8317,5417,0.6911,608.78,0.6088,1,0
CLM_04436,monsoon,nano,Heavy Rain,25.0,500.0,0,0,0.5228,5615,0.617,314.84,0.6297,0,0
CLM_01706,monsoon,basic,Heavy Rain,49.0,1000.0,1,3,0.898,12207,0.8252,671.14,0.6711,0,0
CLM_03742,summer,basic,Platform Outage,49.0,1000.0,1,4,0.7042,43844,0.8897,421.96,0.422,0,0
CLM_03470,winter,premium,Poor AQI,99.0,3500.0,1,1,0.5356,4168,0.8846,2144.08,0.6126,0,0
CLM_01280,winter,basic,Platform Outage,49.0,1000.0,1,0,0.7491,8491,0.828,384.18,0.3842,0,0
CLM_00861,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.7573,5972,0.2378,559.97,0.56,0,0
CLM_04145,festival,standard,Poor AQI,79.0,2000.0,1,3,0.7652,2346,0.6126,995.72,0.4979,1,0
CLM_01801,festival,premium,Poor AQI,99.0,3500.0,1,2,0.8595,11948,0.9287,772.48,0.2207,1,0
CLM_01628,festival,basic,Platform Outage,49.0,1000.0,1,0,0.5941,480,0.435,517.12,0.5171,0,0
CLM_01993,winter,nano,Heavy Rain,25.0,500.0,1,0,0.8482,5264,0.8788,282.71,0.5654,0,0
CLM_02639,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.7589,677,0.611,1067.9,0.534,0,0
CLM_00269,winter,nano,Heavy Rain,25.0,500.0,1,1,0.9605,7273,0.7043,110.3,0.2206,0,0
CLM_00629,winter,premium,Poor AQI,99.0,3500.0,1,0,0.7094,13422,0.512,2077.97,0.5937,1,0
CLM_03081,monsoon,nano,Heavy Rain,25.0,500.0,1,0,0.721,3987,0.6865,252.88,0.5058,1,0
CLM_02334,festival,nano,Platform Outage,25.0,500.0,1,1,0.8309,4011,0.4395,309.69,0.6194,0,0
CLM_02966,festival,basic,Platform Outage,49.0,1000.0,1,0,0.7136,3046,0.7652,647.96,0.648,0,0
CLM_00300,monsoon,basic,Platform Outage,49.0,1000.0,0,0,0.8117,4172,0.3852,658.43,0.6584,0,0
CLM_00459,festival,nano,Platform Outage,25.0,500.0,1,0,0.7705,4019,0.6658,115.17,0.2303,0,0
CLM_01447,festival,standard,Platform Outage,79.0,2000.0,1,1,0.7895,480,0.9382,1241.11,0.6206,0,0
CLM_01472,winter,nano,Platform Outage,25.0,500.0,1,0,0.7669,11505,0.5731,301.21,0.6024,0,0
CLM_02046,monsoon,standard,Platform Outage,79.0,2000.0,1,0,0.7887,2767,0.3401,754.78,0.3774,2,0
CLM_04228,festival,basic,Poor AQI,49.0,1000.0,1,1,0.6315,3901,0.3866,526.53,0.5265,1,0
CLM_03764,summer,premium,Heatwave,99.0,3500.0,1,0,0.4006,16431,0.6718,2032.91,0.5808,0,0
CLM_02113,summer,nano,Platform Outage,25.0,500.0,1,1,0.8932,15857,0.5708,135.61,0.2712,0,0
CLM_00027,summer,premium,Heatwave,99.0,3500.0,1,0,0.8226,1445,0.7719,1512.68,0.4322,0,0
CLM_03839,monsoon,nano,Platform Outage,25.0,500.0,1,0,0.7326,8608,0.9163,130.98,0.262,0,0
CLM_04522,monsoon,basic,Poor AQI,49.0,1000.0,0,4,0.2656,238,0.2021,862.64,0.8626,3,1
CLM_00837,festival,standard,Poor AQI,79.0,2000.0,1,4,0.8191,7620,0.9035,890.21,0.4451,0,0
CLM_03826,monsoon,basic,Poor AQI,49.0,1000.0,1,1,0.6332,3119,0.4115,216.09,0.2161,0,0
CLM_02008,summer,basic,Heatwave,49.0,1000.0,1,0,0.851,8137,0.7432,469.82,0.4698,0,0
CLM_04907,winter,basic,Heatwave,49.0,1000.0,1,3,0.2738,23,0.3581,858.56,0.8586,2,1
CLM_00503,monsoon,standard,Platform Outage,79.0,2000.0,1,2,0.8158,10948,0.8664,1303.33,0.6517,0,0
CLM_03206,winter,standard,Heavy Rain,79.0,2000.0,1,0,0.725,3917,0.5856,930.07,0.465,0,0
CLM_04304,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.6459,4167,0.7354,294.24,0.5885,1,0
CLM_00380,summer,standard,Heatwave,79.0,2000.0,1,2,0.5764,1703,0.6727,1290.55,0.6453,0,0
CLM_01851,monsoon,premium,Heavy Rain,99.0,3500.0,0,0,0.7128,7528,0.6338,1506.96,0.4306,0,0
CLM_01525,summer,basic,Heatwave,49.0,1000.0,1,0,0.7848,5143,0.6725,507.47,0.5075,0,0
CLM_02365,festival,premium,Heavy Rain,99.0,3500.0,1,1,0.3944,10539,0.4568,2293.3,0.6552,0,0
CLM_04147,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.9565,2075,0.3265,508.45,0.5084,0,0
CLM_03052,festival,basic,Heavy Rain,49.0,1000.0,1,0,0.7839,10103,0.4631,474.35,0.4744,0,0
CLM_02884,festival,basic,Poor AQI,49.0,1000.0,1,1,0.8178,11828,0.4916,450.9,0.4509,1,0
CLM_02340,festival,nano,Heavy Rain,25.0,500.0,1,1,0.7272,857,0.9872,193.33,0.3867,0,0
CLM_00374,festival,nano,Platform Outage,25.0,500.0,0,0,0.6718,20802,0.7032,130.82,0.2616,0,0
CLM_03260,summer,basic,Poor AQI,49.0,1000.0,1,1,0.8529,3706,0.7832,424.79,0.4248,0,0
CLM_02381,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.5906,8185,0.642,174.9,0.3498,0,0
CLM_04309,summer,basic,Heatwave,49.0,1000.0,1,0,0.677,21581,0.7805,239.11,0.2391,1,0
CLM_00939,winter,nano,Heavy Rain,25.0,500.0,1,1,0.7296,3077,0.697,254.42,0.5088,0,0
CLM_04198,festival,basic,Poor AQI,49.0,1000.0,1,0,0.7392,15069,0.5354,339.91,0.3399,1,0
CLM_04165,monsoon,nano,Platform Outage,25.0,500.0,1,1,0.9322,1308,0.6115,315.94,0.6319,0,0
CLM_02799,festival,standard,Poor AQI,79.0,2000.0,1,0,0.6892,9638,0.6176,806.59,0.4033,0,0
CLM_02147,summer,premium,Platform Outage,99.0,3500.0,1,0,0.838,1776,0.6379,1735.81,0.4959,0,0
CLM_03817,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.7743,18111,0.8559,737.73,0.3689,0,0
CLM_04540,winter,basic,Heatwave,49.0,1000.0,0,6,0.3139,254,0.3046,946.58,0.9466,1,1
CLM_04216,monsoon,basic,Poor AQI,49.0,1000.0,1,0,0.5523,5094,0.6428,504.5,0.5045,0,0
CLM_02068,festival,nano,Platform Outage,25.0,500.0,1,1,0.8336,3557,0.2568,256.85,0.5137,1,0
CLM_00529,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.917,6828,0.7697,242.51,0.2425,0,0
CLM_04604,monsoon,premium,Poor AQI,99.0,3500.0,0,1,0.4237,381,0.1608,3006.33,0.859,1,1
CLM_00636,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.9839,11405,0.7745,323.94,0.3239,0,0
CLM_01269,summer,premium,Heatwave,99.0,3500.0,1,0,0.6536,480,0.6945,1319.72,0.3771,0,0
CLM_00185,festival,premium,Heavy Rain,99.0,3500.0,1,0,0.5639,4373,0.5388,873.66,0.2496,0,0
CLM_04349,monsoon,standard,Platform Outage,79.0,2000.0,1,1,0.7319,8754,0.8624,1021.7,0.5109,1,0
CLM_03179,monsoon,nano,Heavy Rain,25.0,500.0,1,1,0.939,2490,0.8188,215.26,0.4305,0,0
CLM_03454,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.9223,480,0.7302,438.26,0.4383,0,0
CLM_01797,festival,premium,Poor AQI,99.0,3500.0,1,1,0.5285,8830,0.5788,1229.83,0.3514,0,0
CLM_02979,festival,standard,Platform Outage,79.0,2000.0,1,2,0.8189,480,0.8894,453.47,0.2267,0,0
CLM_01441,monsoon,standard,Heavy Rain,79.0,2000.0,1,1,0.7356,4216,0.233,1257.23,0.6286,0,0
CLM_03427,festival,nano,Platform Outage,25.0,500.0,1,1,0.7239,10805,0.8611,301.42,0.6028,0,0
CLM_04874,festival,standard,Heavy Rain,79.0,2000.0,1,2,0.2004,23,0.3402,1619.04,0.8095,2,1
CLM_01535,festival,premium,Heavy Rain,99.0,3500.0,1,1,0.7249,7123,0.27,1724.31,0.4927,0,0
CLM_03443,summer,standard,Platform Outage,79.0,2000.0,1,0,0.791,2246,0.6626,984.05,0.492,0,0
CLM_01273,monsoon,standard,Heavy Rain,79.0,2000.0,1,2,0.6965,1117,0.3694,1157.64,0.5788,0,0
CLM_02467,festival,standard,Platform Outage,79.0,2000.0,1,0,0.8589,8093,0.5804,487.05,0.2435,1,0
CLM_00607,winter,basic,Platform Outage,49.0,1000.0,1,1,0.7019,9152,0.6554,250.53,0.2505,1,0
CLM_03513,monsoon,nano,Platform Outage,25.0,500.0,1,4,0.9133,5395,0.4404,95.13,0.1903,0,0
CLM_01712,festival,nano,Platform Outage,25.0,500.0,1,1,0.5738,1752,0.7892,247.52,0.495,0,0
CLM_02199,festival,nano,Heavy Rain,25.0,500.0,1,0,0.5048,7137,0.764,208.36,0.4167,0,0
CLM_00955,summer,nano,Platform Outage,25.0,500.0,1,1,0.6402,5829,0.4974,302.71,0.6054,0,0
CLM_02579,monsoon,premium,Platform Outage,99.0,3500.0,1,2,0.5165,2714,0.874,1576.6,0.4505,1,0
CLM_03897,summer,standard,Heatwave,79.0,2000.0,1,1,0.586,568,0.4793,712.94,0.3565,0,0
CLM_04425,festival,basic,Platform Outage,49.0,1000.0,1,1,0.7867,8469,0.7368,232.81,0.2328,1,0
CLM_03380,festival,nano,Platform Outage,25.0,500.0,1,2,0.5945,10650,0.6118,299.17,0.5983,0,0
CLM_03685,festival,basic,Platform Outage,49.0,1000.0,1,2,0.8659,6356,0.8055,238.89,0.2389,1,0
CLM_00403,monsoon,basic,Heavy Rain,49.0,1000.0,1,0,0.8187,480,0.59,228.59,0.2286,0,0
CLM_02071,summer,standard,Poor AQI,79.0,2000.0,1,0,0.7021,3721,0.8572,1045.67,0.5228,1,0
CLM_04755,winter,standard,Platform Outage,79.0,2000.0,0,2,0.1,607,0.5303,1950.03,0.975,1,1
CLM_01977,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.9625,3878,0.587,375.19,0.3752,0,0
CLM_00158,winter,nano,Heavy Rain,25.0,500.0,1,0,0.5714,572,0.4758,268.84,0.5377,0,0
CLM_01748,monsoon,basic,Heavy Rain,49.0,1000.0,1,1,0.6468,1674,0.5201,318.1,0.3181,0,0
CLM_02909,festival,basic,Heavy Rain,49.0,1000.0,0,0,0.4983,2473,0.2119,441.63,0.4416,0,0
CLM_03534,festival,nano,Platform Outage,25.0,500.0,1,1,0.5764,15153,0.6738,202.1,0.4042,0,0
CLM_00902,winter,basic,Platform Outage,49.0,1000.0,1,0,0.3101,6829,0.6994,640.39,0.6404,0,0
CLM_00352,festival,basic,Platform Outage,49.0,1000.0,1,1,0.9456,6648,0.49,219.58,0.2196,0,0
CLM_01230,festival,standard,Platform Outage,79.0,2000.0,1,0,0.8828,480,0.8208,814.15,0.4071,0,0
CLM_04670,summer,premium,Platform Outage,99.0,3500.0,0,6,0.0532,661,0.0441,3384.84,0.9671,2,1
CLM_02140,summer,standard,Poor AQI,79.0,2000.0,1,0,0.6053,15312,0.5867,528.09,0.264,0,0
CLM_00444,monsoon,basic,Platform Outage,49.0,1000.0,1,1,0.6831,1309,0.526,290.81,0.2908,0,0
CLM_04948,winter,premium,Heatwave,99.0,3500.0,0,5,0.4062,119,0.1937,2970.46,0.8487,0,1
CLM_00754,winter,basic,Heatwave,49.0,1000.0,1,0,0.532,7265,0.7071,304.85,0.3049,2,0
CLM_01737,monsoon,nano,Platform Outage,25.0,500.0,1,2,0.9472,2148,0.5105,129.03,0.2581,0,0
CLM_02971,summer,basic,Poor AQI,49.0,1000.0,1,0,0.6086,1181,0.7514,455.03,0.455,0,0
CLM_04979,summer,standard,Platform Outage,79.0,2000.0,1,1,0.0284,83,0.5439,1574.67,0.7873,1,1
CLM_02920,summer,standard,Poor AQI,79.0,2000.0,1,1,0.915,1505,0.7833,1105.0,0.5525,0,0
CLM_00311,festival,standard,Platform Outage,79.0,2000.0,1,1,0.6773,5755,0.8208,559.5,0.2797,2,0
CLM_00548,festival,standard,Poor AQI,79.0,2000.0,1,0,0.7219,5331,0.8562,1252.48,0.6262,0,0
CLM_04052,monsoon,basic,Platform Outage,49.0,1000.0,1,2,0.6709,480,0.8216,324.3,0.3243,0,0
CLM_04761,festival,nano,Heavy Rain,25.0,500.0,0,8,0.3606,54,0.3318,388.98,0.778,3,1
CLM_01989,festival,nano,Platform Outage,25.0,500.0,1,0,0.3145,15506,0.3996,122.58,0.2452,0,0
CLM_00306,festival,basic,Platform Outage,49.0,1000.0,1,1,0.8016,7102,0.8085,274.18,0.2742,0,0
CLM_02335,summer,standard,Heatwave,79.0,2000.0,1,1,0.8491,21919,0.9266,939.76,0.4699,0,0
CLM_00694,summer,basic,Platform Outage,49.0,1000.0,1,0,0.6316,3001,0.8221,366.41,0.3664,0,0
CLM_02356,winter,nano,Heavy Rain,25.0,500.0,1,0,0.7441,2955,0.5697,147.07,0.2941,1,0
CLM_01927,winter,standard,Heavy Rain,79.0,2000.0,1,2,0.5981,4212,0.8236,704.4,0.3522,0,0
CLM_00684,monsoon,standard,Poor AQI,79.0,2000.0,1,1,0.7666,5892,0.4453,827.71,0.4139,0,0
